ParticipantID,ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPassword,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,AccountCreatedDate
1040,henry.white1083@ellarises.org,Henry,White,2008-12-21,p,Password1040,801-284-2999,Logan,UT,84120,Tech Apprenticeship,Both,2021-07-20 16:14:00
1041,daniel.anderson1084@ellarises.org,Daniel,Anderson,2011-04-19,p,Password1041,801-910-2549,Spanish Fork,UT,84281,North Summit High,Arts,2021-07-20 16:14:00
1042,levi.ramirez1085@learners.net,Levi,Ramirez,2014-01-04,p,Password1042,801-533-2040,St. George,UT,84102,Startup Lab,Both,2021-07-20 16:14:00
1043,riley.sanchez1086@ellarises.org,Riley,Sanchez,2008-12-16,p,Password1043,801-749-9684,Bountiful,UT,84570,East Ridge Middle,Both,2021-07-20 16:14:00
1044,sebastian.davis1087@studentmail.org,Sebastian,Davis,1998-02-13,p,Password1044,801-813-3948,Logan,UT,84186,Cafe Rio,Arts,2021-07-20 16:14:00
1045,aaliyah.davis1088@ellarises.org,Aaliyah,Davis,1999-12-21,p,Password1045,801-411-3641,St. George,UT,84589,Cafe Rio,Arts,2021-07-20 16:14:00
1046,isabella.garcia1089@ellarises.org,Isabella,Garcia,2001-11-06,p,Password1046,801-572-9919,Pleasant Grove,UT,84306,SLCC,Both,2021-07-20 16:14:00
1047,ava.thomas1090@learners.net,Ava,Thomas,2012-10-13,p,Password1047,801-731-5807,Provo,UT,84969,Cafe Rio,Arts,2021-07-20 16:14:00
1048,camila.torres1091@community.org,Camila,Torres,2009-06-14,p,Password1048,801-560-9818,Lehi,UT,84536,Valley Charter,Both,2021-07-20 16:14:00
1049,elizabeth.williams1092@studentmail.org,Elizabeth,Williams,2002-10-30,p,Password1049,801-345-5910,Provo,UT,84193,North Summit High,Both,2021-07-20 16:14:00
1050,hannah.nguyen1093@learners.net,Hannah,Nguyen,1999-09-02,p,Password1050,801-946-7914,Layton,UT,84132,Cafe Rio,Arts,2021-07-20 16:14:00
1051,lucy.harris1094@studentmail.org,Lucy,Harris,2013-03-05,p,Password1051,801-285-5164,Bountiful,UT,84468,SLCC,Both,2021-07-20 16:14:00
1052,aria.wright1095@studentmail.org,Aria,Wright,2012-03-14,p,Password1052,801-950-5413,Ogden,UT,84645,Art Studio,Both,2021-07-20 16:14:00
1053,addison.jones1097@learners.net,Addison,Jones,2007-02-15,p,Password1053,801-312-9984,Logan,UT,84545,East Ridge Middle,Arts,2021-07-20 16:14:00
1054,emily.white1098@learners.net,Emily,White,1998-03-22,p,Password1054,801-431-5483,Layton,UT,84150,East Ridge Middle,Arts,2021-07-20 16:14:00
1055,victoria.harris1099@ellarises.org,Victoria,Harris,2011-03-17,p,Password1055,801-739-6022,Logan,UT,84180,Community Center,Arts,2021-07-20 16:14:00
1056,elizabeth.king1100@learners.net,Elizabeth,King,1999-01-28,p,Password1056,801-477-2623,Murray,UT,84565,North Summit High,Arts,2021-07-20 16:14:00
1057,hazel.lopez1101@learners.net,Hazel,Lopez,2003-10-24,p,Password1057,801-806-3090,Bountiful,UT,84489,Westview High,Both,2021-07-20 16:14:00
1058,daniel.martinez1102@studentmail.org,Daniel,Martinez,1999-03-10,p,Password1058,801-781-5380,St. George,UT,84388,Startup Lab,Both,2021-07-20 16:14:00
1059,zoe.thomas1103@community.org,Zoe,Thomas,2008-07-06,p,Password1059,801-649-6799,Riverton,UT,84188,Cafe Rio,Arts,2021-07-20 16:14:00
1060,penelope.ramirez1104@studentmail.org,Penelope,Ramirez,2007-02-13,p,Password1060,801-289-6007,Murray,UT,84651,Retail Store,Arts,2021-07-20 16:14:00
1061,emily.garcia1105@ellarises.org,Emily,Garcia,2010-11-26,p,Password1061,801-295-3705,West Jordan,UT,84968,Westview High,STEM,2021-07-20 16:14:00
1062,aurora.scott1106@community.org,Aurora,Scott,2014-05-23,p,Password1062,801-634-9334,Salt Lake City,UT,84986,North Summit High,Arts,2021-07-20 16:14:00
1063,jackson.allen1107@ellarises.org,Jackson,Allen,2014-09-24,p,Password1063,801-831-4115,Bountiful,UT,84015,Westview High,Both,2021-07-20 16:14:00
1064,elijah.wright1108@learners.net,Elijah,Wright,2013-05-05,p,Password1064,801-877-9652,West Jordan,UT,84757,Local Library,STEM,2021-07-20 16:14:00
1065,lucas.hernandez1109@studentmail.org,Lucas,Hernandez,2009-07-10,p,Password1065,801-575-3184,Orem,UT,84077,UVU,STEM,2021-07-20 16:14:00
1066,elijah.young1110@community.org,Elijah,Young,2013-03-25,p,Password1066,801-315-6537,Orem,UT,84383,Valley Charter,Both,2021-07-20 16:14:00
1067,avery.jackson1111@learners.net,Avery,Jackson,1998-01-19,p,Password1067,801-471-4490,Spanish Fork,UT,84301,Art Studio,Both,2021-07-20 16:14:00
1068,james.wilson1112@learners.net,James,Wilson,2011-11-09,p,Password1068,801-236-8586,Pleasant Grove,UT,84846,Community Center,Arts,2021-07-20 16:14:00
1069,amelia.thompson1113@ellarises.org,Amelia,Thompson,2000-05-27,p,Password1069,801-505-6798,Riverton,UT,84337,Westview High,Arts,2021-07-20 16:14:00
1070,riley.sanchez1114@learners.net,Riley,Sanchez,2002-06-07,p,Password1070,801-641-9061,Salt Lake City,UT,84104,East Ridge Middle,Both,2021-07-20 16:14:00
1071,daniel.martinez1115@community.org,Daniel,Martinez,2001-06-28,p,Password1071,801-699-1113,Logan,UT,84936,Retail Store,Both,2021-07-20 16:14:00
1072,eleanor.anderson1116@community.org,Eleanor,Anderson,2007-08-10,p,Password1072,801-506-6971,Bountiful,UT,84384,Startup Lab,STEM,2021-07-20 16:14:00
1073,sebastian.moore1117@ellarises.org,Sebastian,Moore,2001-02-19,p,Password1073,801-649-3651,Riverton,UT,84673,UVU,Both,2021-07-20 16:14:00
1074,william.smith1118@learners.net,William,Smith,1998-11-26,p,Password1074,801-394-5667,Sandy,UT,84114,North Summit High,Arts,2021-07-20 16:14:00
1075,oliver.perez1119@ellarises.org,Oliver,Perez,2012-12-02,p,Password1075,801-403-8852,Orem,UT,84683,BYU,STEM,2021-07-20 16:14:00
1076,oliver.young1120@community.org,Oliver,Young,2009-04-04,p,Password1076,801-969-7551,St. George,UT,84333,Art Studio,Both,2021-07-20 16:14:00
1077,hazel.rodriguez1121@ellarises.org,Hazel,Rodriguez,2001-06-28,p,Password1077,801-221-3066,Logan,UT,84812,UVU,Both,2021-07-20 16:14:00
1078,olivia.thomas1122@ellarises.org,Olivia,Thomas,2007-09-29,p,Password1078,801-811-1131,Lehi,UT,84440,Mountain View High,Arts,2021-07-20 16:14:00
1079,aurora.young1123@ellarises.org,Aurora,Young,2014-05-11,p,Password1079,801-832-3498,Taylorsville,UT,84254,Cafe Rio,STEM,2021-07-20 16:14:00
1080,addison.moore1124@ellarises.org,Addison,Moore,2002-06-14,p,Password1080,801-453-8031,Layton,UT,84718,Mountain View High,Both,2021-07-20 16:14:00
1081,mila.allen1125@studentmail.org,Mila,Allen,2003-02-23,p,Password1081,801-805-3436,Sandy,UT,84876,East Ridge Middle,STEM,2021-07-20 16:14:00
1082,liam.williams1126@learners.net,Liam,Williams,1998-05-25,p,Password1082,801-349-7984,Sandy,UT,84952,Local Library,STEM,2021-07-20 16:14:00
1083,emily.brown1127@community.org,Emily,Brown,2002-12-22,p,Password1083,801-513-4791,Taylorsville,UT,84538,UVU,Arts,2021-07-20 16:14:00
1084,levi.brown1128@community.org,Levi,Brown,2006-02-26,p,Password1084,801-312-5411,Provo,UT,84312,BYU,Arts,2021-07-20 16:14:00
1085,oliver.thomas1129@learners.net,Oliver,Thomas,1999-03-04,p,Password1085,801-241-1008,Provo,UT,84187,Tech Apprenticeship,Both,2021-07-20 16:14:00
1086,claire.wilson1130@learners.net,Claire,Wilson,2007-08-31,p,Password1086,801-821-2650,Spanish Fork,UT,84287,North Summit High,Arts,2021-07-20 16:14:00
1087,alexander.white1131@learners.net,Alexander,White,2013-04-26,p,Password1087,801-299-1223,Murray,UT,84115,Cafe Rio,STEM,2021-07-20 16:14:00
1088,skylar.white1132@learners.net,Skylar,White,2012-08-01,p,Password1088,801-580-4903,Pleasant Grove,UT,84620,BYU,STEM,2021-07-20 16:14:00
1089,hazel.garcia1133@ellarises.org,Hazel,Garcia,1998-12-03,p,Password1089,801-960-2971,St. George,UT,84645,Local Library,Both,2021-07-20 16:14:00
1090,zoey.gonzalez1134@community.org,Zoey,Gonzalez,2004-10-05,p,Password1090,801-759-6618,Logan,UT,84077,Art Studio,Arts,2021-07-20 16:14:00
1091,nora.wright1135@studentmail.org,Nora,Wright,2010-05-07,p,Password1091,801-396-7851,Provo,UT,84131,Art Studio,Arts,2021-07-20 16:14:00
1092,kennedy.white1136@community.org,Kennedy,White,2008-10-30,p,Password1092,801-646-2109,Logan,UT,84933,SLCC,Both,2021-07-20 16:14:00
1093,mateo.johnson1137@studentmail.org,Mateo,Johnson,1999-01-08,p,Password1093,801-332-5745,Layton,UT,84714,Local Library,STEM,2021-07-20 16:14:00
1094,zoey.sanchez1138@community.org,Zoey,Sanchez,2007-10-27,p,Password1094,801-276-3711,Pleasant Grove,UT,84995,Retail Store,Both,2021-07-20 16:14:00
1095,hazel.scott1139@community.org,Hazel,Scott,2002-02-16,p,Password1095,801-478-4390,Bountiful,UT,84622,Westview High,STEM,2021-07-20 16:14:00
1096,savannah.moore1141@ellarises.org,Savannah,Moore,2003-05-06,p,Password1096,801-246-9741,Orem,UT,84230,BYU,STEM,2021-07-20 16:14:00
1097,aria.moore1142@studentmail.org,Aria,Moore,2002-09-17,p,Password1097,801-252-5079,Layton,UT,84895,Cafe Rio,STEM,2021-07-20 16:14:00
1098,ava.thompson1143@learners.net,Ava,Thompson,2014-03-13,p,Password1098,801-922-5326,Lehi,UT,84086,North Summit High,Arts,2021-07-20 16:14:00
1099,savannah.lee1144@ellarises.org,Savannah,Lee,2014-05-21,p,Password1099,801-564-4592,Salt Lake City,UT,84844,BYU,STEM,2021-07-20 16:14:00
1100,william.white1147@studentmail.org,William,White,2008-04-21,p,Password1100,801-707-3973,Spanish Fork,UT,84096,North Summit High,STEM,2021-07-20 16:14:00
1101,zoey.torres1148@community.org,Zoey,Torres,2004-12-15,p,Password1101,801-488-1344,Orem,UT,84664,North Summit High,STEM,2021-07-20 16:14:00
1102,james.hill1149@studentmail.org,James,Hill,2003-07-03,p,Password1102,801-273-7986,Ogden,UT,84147,Mountain View High,Both,2021-07-20 16:14:00
1103,liam.miller1150@studentmail.org,Liam,Miller,2006-08-12,p,Password1103,801-302-7191,Salt Lake City,UT,84618,Westview High,STEM,2021-07-20 16:14:00
1104,olivia.williams1151@studentmail.org,Olivia,Williams,2001-03-14,p,Password1104,801-285-5385,West Jordan,UT,84789,Tech Apprenticeship,Both,2021-07-20 16:14:00
1105,olivia.smith1152@ellarises.org,Olivia,Smith,2002-07-16,p,Password1105,801-924-2392,Lehi,UT,84874,North Summit High,Arts,2021-07-20 16:14:00
1106,henry.hernandez1153@learners.net,Henry,Hernandez,1999-04-03,p,Password1106,801-358-4994,Lehi,UT,84491,Cafe Rio,Both,2021-07-20 16:14:00
1107,paisley.wright1154@ellarises.org,Paisley,Wright,2010-03-20,p,Password1107,801-245-2684,Salt Lake City,UT,84845,BYU,STEM,2021-07-20 16:14:00
1108,daniel.clark1155@studentmail.org,Daniel,Clark,2003-01-31,p,Password1108,801-429-1393,Salt Lake City,UT,84935,SLCC,Arts,2021-07-20 16:14:00
1109,aria.thompson1156@learners.net,Aria,Thompson,2013-05-27,p,Password1109,801-900-7303,West Jordan,UT,84944,Startup Lab,Both,2021-07-20 16:14:00
1110,ella.young1157@studentmail.org,Ella,Young,2006-01-06,p,Password1110,801-304-5617,Logan,UT,84230,East Ridge Middle,Both,2021-07-20 16:14:00
1111,skylar.davis1158@learners.net,Skylar,Davis,2001-12-29,p,Password1111,801-244-3475,Ogden,UT,84918,SLCC,Both,2021-07-20 16:14:00
1112,skylar.hill1159@studentmail.org,Skylar,Hill,2012-01-06,p,Password1112,801-883-5940,Taylorsville,UT,84154,Community Center,Arts,2021-07-20 16:14:00
1113,kennedy.miller1160@learners.net,Kennedy,Miller,2013-12-15,p,Password1113,801-577-5348,Spanish Fork,UT,84678,Retail Store,STEM,2021-07-20 16:14:00
1114,ava.martinez1161@studentmail.org,Ava,Martinez,2014-03-07,p,Password1114,801-599-8318,Lehi,UT,84152,Retail Store,Arts,2021-07-20 16:14:00
1115,harper.davis1162@community.org,Harper,Davis,2000-11-10,p,Password1115,801-292-6292,Layton,UT,84149,North Summit High,Arts,2021-07-20 16:14:00
1116,skylar.rodriguez1164@studentmail.org,Skylar,Rodriguez,2010-01-31,p,Password1116,801-762-9144,Bountiful,UT,84429,Cafe Rio,Arts,2021-07-20 16:14:00
1117,sebastian.wright1165@studentmail.org,Sebastian,Wright,2009-10-26,p,Password1117,801-794-7911,Bountiful,UT,84086,Local Library,Both,2021-07-20 16:14:00
1118,camila.davis1167@ellarises.org,Camila,Davis,2004-08-11,p,Password1118,801-997-3283,Draper,UT,84370,Mountain View High,STEM,2021-07-20 16:14:00
1119,oliver.thomas1168@studentmail.org,Oliver,Thomas,2000-08-18,p,Password1119,801-964-3257,West Jordan,UT,84058,Art Studio,Both,2021-07-20 16:14:00
1120,aria.harris1169@ellarises.org,Aria,Harris,2012-11-12,p,Password1120,801-255-2736,Taylorsville,UT,84381,Local Library,STEM,2021-07-20 16:14:00
1121,levi.hill1170@studentmail.org,Levi,Hill,1999-10-10,p,Password1121,801-574-3314,Salt Lake City,UT,84151,Valley Charter,STEM,2021-07-20 16:14:00
1122,olivia.torres1171@community.org,Olivia,Torres,2014-09-05,p,Password1122,801-386-8696,St. George,UT,84784,North Summit High,Both,2021-07-20 16:14:00
1123,mason.martin1172@community.org,Mason,Martin,2012-06-18,p,Password1123,801-545-8274,Taylorsville,UT,84740,Art Studio,STEM,2021-07-20 16:14:00
1124,aurora.davis1173@studentmail.org,Aurora,Davis,2011-07-21,p,Password1124,801-857-1526,Provo,UT,84903,Retail Store,STEM,2021-07-20 16:14:00
1125,mateo.hernandez1174@ellarises.org,Mateo,Hernandez,2010-06-06,p,Password1125,801-633-8443,Bountiful,UT,84853,Art Studio,Arts,2021-07-20 16:14:00
1126,mateo.martin1175@studentmail.org,Mateo,Martin,2000-01-24,p,Password1126,801-360-5453,Taylorsville,UT,84954,Cafe Rio,Arts,2021-07-20 16:14:00
1127,ella.johnson0@learners.net,Ella,Johnson,1990-03-06,a,Ellarisesadmin,801-342-2679,West Jordan,UT,84229,Ella Rises,Both,2021-07-20 16:14:00
1128,ethan.garcia1@community.org,Ethan,Garcia,1980-03-20,a,Ellarisesadmin,801-295-4582,Provo,UT,84031,Ella Rises,Both,2021-07-20 16:14:00
1129,mateo.hill2@ellarises.org,Mateo,Hill,1984-05-29,a,Ellarisesadmin,801-865-9928,Sandy,UT,84734,Ella Rises,Both,2021-07-20 16:14:00
1130,victoria.lewis3@learners.net,Victoria,Lewis,1982-08-19,a,Ellarisesadmin,801-363-7924,Salt Lake City,UT,84778,Ella Rises,Both,2021-07-20 16:14:00
1131,lucy.williams5@community.org,Lucy,Williams,2010-05-20,p,Password1131,801-587-2291,Logan,UT,84997,BYU,Both,2021-07-20 16:14:00
1132,penelope.robinson26@studentmail.org,Penelope,Robinson,1999-02-19,p,Password1132,801-763-2604,Ogden,UT,84454,Tech Apprenticeship,Both,2021-07-20 16:14:00
1133,sofia.martin33@community.org,Sofia,Martin,1998-03-18,p,Password1133,801-969-2188,Lehi,UT,84952,Mountain View High,Both,2021-07-20 16:14:00
1134,nora.white49@community.org,Nora,White,2011-12-23,p,Password1134,801-880-6409,Ogden,UT,84972,UVU,Both,2021-07-20 16:14:00
1135,claire.lopez76@community.org,Claire,Lopez,2004-04-09,p,Password1135,801-464-6576,Sandy,UT,84364,Startup Lab,Both,2021-07-20 16:14:00
1136,paisley.martin81@learners.net,Paisley,Martin,2005-01-28,p,Password1136,801-938-4155,West Jordan,UT,84124,East Ridge Middle,Both,2021-07-20 16:14:00
1137,charlotte.martinez87@studentmail.org,Charlotte,Martinez,2010-07-08,p,Password1137,801-454-2940,Murray,UT,84088,Retail Store,Arts,2021-07-20 16:14:00
1138,theodore.davis103@studentmail.org,Theodore,Davis,2009-05-31,p,Password1138,801-933-5781,Spanish Fork,UT,84956,Art Studio,Arts,2021-07-20 16:14:00
1139,levi.anderson146@ellarises.org,Levi,Anderson,2000-07-30,p,Password1139,801-769-7022,Draper,UT,84866,Retail Store,Arts,2021-07-20 16:14:00
1140,elijah.hernandez196@community.org,Elijah,Hernandez,2011-10-16,p,Password1140,801-243-6776,Draper,UT,84458,SLCC,Arts,2021-07-20 16:14:00
1141,aurora.young202@studentmail.org,Aurora,Young,2001-11-15,p,Password1141,801-275-8406,Logan,UT,84139,Startup Lab,Both,2021-07-20 16:14:00
1142,chloe.hernandez209@learners.net,Chloe,Hernandez,1999-10-09,p,Password1142,801-731-5653,West Jordan,UT,84355,BYU,STEM,2021-07-20 16:14:00
1143,benjamin.hill249@learners.net,Benjamin,Hill,2014-12-27,p,Password1143,801-762-8714,Taylorsville,UT,84719,Cafe Rio,Both,2021-07-20 16:14:00
1144,addison.martinez361@ellarises.org,Addison,Martinez,2005-10-08,p,Password1144,801-438-9872,Taylorsville,UT,84025,Tech Apprenticeship,Both,2021-07-20 16:14:00
1145,sofia.gonzalez372@community.org,Sofia,Gonzalez,2011-01-23,p,Password1145,801-845-2376,Draper,UT,84703,Local Library,Arts,2021-07-20 16:14:00
1146,aaliyah.smith456@studentmail.org,Aaliyah,Smith,2007-09-16,p,Password1146,801-735-2560,Lehi,UT,84532,Tech Apprenticeship,Both,2021-07-20 16:14:00
1147,charlotte.lopez491@learners.net,Charlotte,Lopez,2007-02-22,p,Password1147,801-433-5237,Ogden,UT,84589,SLCC,Arts,2021-07-20 16:14:00
1148,scarlett.white507@community.org,Scarlett,White,2001-01-01,p,Password1148,801-990-5767,West Jordan,UT,84913,Mountain View High,Both,2021-07-20 16:14:00
1149,stella.sanchez537@community.org,Stella,Sanchez,2000-01-09,p,Password1149,801-215-2124,Sandy,UT,84531,Cafe Rio,Arts,2021-07-20 16:14:00
1150,victoria.anderson542@learners.net,Victoria,Anderson,2010-01-06,p,Password1150,801-561-9462,Taylorsville,UT,84979,Westview High,Both,2021-07-20 16:14:00
1151,elijah.miller601@studentmail.org,Elijah,Miller,2005-07-27,p,Password1151,801-611-9268,Orem,UT,84564,Tech Apprenticeship,STEM,2021-07-20 16:14:00
1152,madison.hill634@studentmail.org,Madison,Hill,1999-10-14,p,Password1152,801-226-6886,West Jordan,UT,84704,Art Studio,Arts,2021-07-20 16:14:00
1153,zoey.anderson636@ellarises.org,Zoey,Anderson,2007-04-07,p,Password1153,801-215-5421,Taylorsville,UT,84783,Valley Charter,Both,2021-07-20 16:14:00
1154,sofia.allen682@ellarises.org,Sofia,Allen,2005-04-23,p,Password1154,801-931-2752,Bountiful,UT,84838,Cafe Rio,Both,2021-07-20 16:14:00
1155,natalie.miller791@learners.net,Natalie,Miller,2004-04-24,p,Password1155,801-340-9489,St. George,UT,84014,UVU,Arts,2021-07-20 16:14:00
1156,mason.garcia879@learners.net,Mason,Garcia,2004-09-26,p,Password1156,801-281-8825,Riverton,UT,84448,North Summit High,STEM,2021-07-20 16:14:00
1157,violet.jackson906@studentmail.org,Violet,Jackson,2006-02-02,p,Password1157,801-581-7799,Ogden,UT,84273,Tech Apprenticeship,Both,2021-07-20 16:14:00
1158,oliver.hernandez922@studentmail.org,Oliver,Hernandez,2000-11-25,p,Password1158,801-696-8499,Pleasant Grove,UT,84131,Art Studio,Both,2021-07-20 16:14:00
1159,zoey.lewis951@ellarises.org,Zoey,Lewis,2013-04-07,p,Password1159,801-220-5606,West Jordan,UT,84761,Startup Lab,Both,2021-07-20 16:14:00
1160,stella.perez997@studentmail.org,Stella,Perez,2013-06-27,p,Password1160,801-902-7608,Taylorsville,UT,84436,Cafe Rio,Arts,2021-07-20 16:14:00
1161,benjamin.harris1009@studentmail.org,Benjamin,Harris,2003-05-18,p,Password1161,801-915-1715,Logan,UT,84403,Startup Lab,STEM,2021-07-20 16:14:00
1162,claire.robinson1014@community.org,Claire,Robinson,2012-09-26,p,Password1162,801-284-9985,Riverton,UT,84070,Valley Charter,Both,2021-07-20 16:14:00
1163,chloe.hernandez1021@ellarises.org,Chloe,Hernandez,2005-03-28,p,Password1163,801-310-6359,Taylorsville,UT,84525,Cafe Rio,Both,2021-07-20 16:14:00
1164,olivia.anderson1028@ellarises.org,Olivia,Anderson,2014-12-26,p,Password1164,801-442-8020,Logan,UT,84317,Valley Charter,Both,2021-07-20 16:14:00
1165,abigail.king1046@studentmail.org,Abigail,King,2013-07-08,p,Password1165,801-637-5143,Taylorsville,UT,84170,BYU,Both,2021-07-20 16:14:00
1166,lucy.clark1052@community.org,Lucy,Clark,1999-10-16,p,Password1166,801-851-3721,Logan,UT,84890,BYU,STEM,2021-07-20 16:14:00
1167,jack.allen1059@community.org,Jack,Allen,1998-05-17,p,Password1167,801-853-6278,Sandy,UT,84004,Tech Apprenticeship,Arts,2021-07-20 16:14:00
1168,zoey.davis1068@learners.net,Zoey,Davis,2010-12-10,p,Password1168,801-520-7229,St. George,UT,84874,Art Studio,STEM,2021-07-20 16:14:00
1169,bella.brown1069@studentmail.org,Bella,Brown,2013-03-27,p,Password1169,801-527-6980,Bountiful,UT,84434,Startup Lab,STEM,2021-07-20 16:14:00
1170,james.jones1076@learners.net,James,Jones,2006-10-31,p,Password1170,801-399-9978,Murray,UT,84714,East Ridge Middle,STEM,2021-07-20 16:14:00
1171,zoey.white1096@studentmail.org,Zoey,White,2007-09-23,p,Password1171,801-357-6183,Taylorsville,UT,84842,SLCC,STEM,2021-07-20 16:14:00
1172,hannah.nguyen1140@ellarises.org,Hannah,Nguyen,2003-10-22,p,Password1172,801-715-9602,Pleasant Grove,UT,84467,BYU,STEM,2021-07-20 16:14:00
1173,eleanor.johnson1145@ellarises.org,Eleanor,Johnson,2012-01-18,p,Password1173,801-869-5216,Bountiful,UT,84969,Tech Apprenticeship,Both,2021-07-20 16:14:00
1174,grace.lewis1146@studentmail.org,Grace,Lewis,2001-06-29,p,Password1174,801-408-7479,Lehi,UT,84276,Mountain View High,STEM,2021-07-20 16:14:00
1175,stella.lee1163@community.org,Stella,Lee,2011-07-01,p,Password1175,801-910-7782,Taylorsville,UT,84493,Retail Store,Both,2021-07-20 16:14:00
1176,victoria.garcia1166@studentmail.org,Victoria,Garcia,2006-02-16,p,Password1176,801-408-1281,Draper,UT,84003,Cafe Rio,Arts,2021-07-20 16:14:00
